5.0,"J'ai joué et rejoué le jeu. je conseille à ceux qui voudraient en percevoir l'ambiance de tout simplement regarder l'intégrale sur youtube (5h environ pour la part 1), vous aurez quelques moments de gun mais surtout le scénario, dont celui de la part 2 est immense. j'ai rarement vu une telle tragédie visuelle, émotive. Alors ce premier volet est juste très bien réussi et aborde totalement l'univers de ce qui reste à mon sens le début d'une grande histoire entre les jeux video et la dramaturgie, et Last Of us est un chef d'oeuvre renvoyant à la poubelle des centaines de milliers de production définitivement perdues.Les acteurs sont parfaits, on ne les présentera plus car suffisamment connus dans le monde des séries, mais ce choix est idéal tant par le physique des acteurs très proches du jeux et sans fioritures cosmétiques, mais aussi par leur personnalité naturelle et bien entendu leur qualité d'acteur.L'ambiance est présente dès les premières minutes, magnifiée par les mouvements de caméra, des plans très proche du jeu, mais aussi de la série Cherno par exemple (ce qui en soit est une référence), la qualité du rythme et plus encore l'esthétique globale.La question ici n'est pas de dépasser le jeu (je trouve que la série est un cran au dessus parce que l'émotion humaine est encore supérieure à celle du virtuelle), mais de proposer à ceux qui ne jouent pas de découvrir cette oeuvre d'une noirceur rarement atteinte et d'une finesse rarement proposée dans le domaine du jeu, mais aussi dans ce registre cinématographique soit le style post apocalyptique et zombie (Walking dead est bien amateur à coté).Les non dît, regards, gestes et comportements sont subtilement présentés, interprétés. Le rapport en Joel et Ellie démarre dès le début. Si quelques moments différent du jeu c'est surtout pour en supprimer les actions inutiles et c'est ici que cette série innove car elle aurait pu, au moins dans ce premier épisodes, ajouter du remplissage en gore et actions, elle privilégie l'atmosphère du jeu (qui reste anxiogène et contemplative parfois) et la beauté graphique : rouille, délavée, sombre mais d'une saisissante beauté autant dépressive que merveilleuse et désabusée. Un décorum extraordinaire.Il reste à percevoir comment les crackers vont être ajoutés, les moments de grâce, de violence et d'anxiété purs aussi (le jeu en fourmille, j'avoue les détester).Nous ne sommes pas ici dans un énième film de zombie mais dans une tragédie qui grâce aux technologies actuelles permet de peindre un univers tellement glauque et réaliste, tout en ajoutant du pathos et surtout une profondeur humaniste noire et malheureuse, mais toujours assurée par un petit espoir, une humanité, une flamme certes triste, mais bourrée d'amour finalement.L'enthousiasme est au plus haut. la dernière fois que j'attendais une telle adaptation était pour le livre le seigneur des anneaux. Nous voila ici avec ce que va je pense marquer le monde des séries par sa qualité, c'est une réjouissance absolue.",1
4.0,"Globalement l'on est face à une adaptation réussie, le joueur ne pourra pas se sentir trahie, tant l'œuvre de base est respectée et ou là plupart des péripéties se retrouvent dans les épisodes. Pour avoir fait les 2 jeux à mainte reprises, cette saison 1 reprend dans les grandes lignes la trame principale du premier volet videoludique jusqu'au DLC, pourtant ce qui fait la force incroyable du jeux à savoir la relation Ellie/Joel et la montée crescendo des sentiments et émotions qui va naître entre entre-eux, n'est pas des mieux exploité ici, malgré ses 9h la série ne permet pas un développement assez poussé de leur relation et cela va paradoxalement un poil trop vite entre eux, bien sûr le jeux permet d'avoir un meilleur processus dans ce domaine au file des interactions, mais la série prend le temps pourtant de développer certains personnages notamment Bill et Franck, ou ce dernier n'es que suggéré dans le jeux, tout comme l'orientation sexuelle de Bill, et ce permet 1h15 d'épisode pour explorer leurs relations au détriment donc d'Ellie et Joël en soit c'est pas un mal d'avoir un background sur des personnages secondaires mais c'est dommage que cela soit au détriment des principaux personnages. Sinon l'ambiance est maîtrisée, les décors, la musique sont parfaitement réalisés et en accord avec le jeux.  Les acteurs s'en sortent très bien même Bella Ramsey. En attendant une saison 2 avec sûrement l'introduction d'Abbie et tout ce qui s'en suit pour les connaisseurs.",1
4.0,"Bon je vais de finir le premier épisode sur Prime Video et je dois dire que ça annonce du très bon pour la suite... Étant fan des 2 jeux qui sont selon moi des chef-d'œuvres vidéo-ludiques, j'avais peur d une adaptation cinématographique bâclée... Mes doutes se sont dissipés au fil de mon visionnage... Joël est bien le Joël du jeu... Un personnage torturé et endurci par le traumatisme de la mort de sa fille Sarah... Et Ellie est bien la Ellie du jeu... Une jeune fille maline, intelligente, attachante avec un caractère bien trempé... La série reprend la même trame que le jeu à quelques différences près en y ajoutant des trucs en plus sur le background des personnages... Du coup je redécouvre un peu l histoire... Des références au jeu qui font plaisir : la montre cassé de Joël et le switchblade d Ellie etc... Hâte de voir la suite... Mais vu comment s'est parti ça annonce du lourd... Je reviendrai sur mon avis après avoir vu les 9 épisodes de la série...",1
4.5,"Je n'ai jamais joué aux jeux vidéos, et c'est important pour cette critique. Malgré un premier épisode vraiment moyen, les trois autres sont excellents en tout point. Pedro Pascal et Bella Ramsey sont excellents et ont une très bonne alchimie. Le pont fort de la série, c'est son côté apocalyptique qui lui permet d'avoir de très beau décors, on sent la grandeur des décors et on ne voit pas les studios et on a une photographie sublime. Un 2 épisode presque horrifique qui est génial et un 3 épisode qui se concentre sur une relation homosexuel, et c'est très beau, les deux acteurs sont plus qu'incroyable. Bref j'ai hâte de voir la suite.",1
4.0,"Un début remarquable mais dès la seconde moitié du premier épisode, cela devient trop conventionnel. Je veux dire par là que j'ai trop perçu les codes classiques des films et séries apocalyptiques comme ""the walking dead"". A savoir les conflits de clans, la milice, les trafics au noir, la lutte des classes, l'espoir d'un monde meilleur, la situation permanente de survie. Toutes ces choses trop stéréotypées dans les films et séries de fin du monde. Maintenant je vous vois venir en affirmant que le jeu vidéo est sorti il y a 10 ans et donc il est un peu précurseur dans ce style : oui, il y a un peu de vrai mais cela reste quand même après ""the walking dead"". Cela dit et heureusement, j'ai quand même remarqué qu'un épisode n'est pas un autre. Plusieurs styles viennent alimenter l'histoire. Je trouve par exemple l'épisode 2 visuellement plus soigné bien plus palpitant que l'épisode 1. L'épisode 3 joue la carte de la sensibilité et l'émotion au travers d'une histoire secondaire. Cette diversité de style fait la singularité de cette série. Et il semble que ce sera la norme pour les épisodes suivants. Pour moi, c'est clairement la voie à suivre pour se différencier et atteindre le succès. J'ai trouvé aussi que les morts vivants sont de loin les plus plausibles de toutes ces séries de survie apocalyptiques : enfin une histoire de champignon qui tient un peu la route. Ce qui me semble par contre plus intéressant au delà de la survie, c'est la mission fil rouge en la personne du personnage de Ellie qui semble apporter une direction claire à l'histoire. Je n'ai pas joué au jeu ""Last of us"" mais j'ai quand même très vite ressenti un mode de gestion de la caméra tel un jeu vidéo. Cela ne m'a pas déplu, bien au contraire : cela apporte de l'innovation au niveau perception des évènements. Oui, c'est une très bonne série, très dynamique, divertissante et riche en suspens. Le curseur de la survie est clairement poussé à fond et c'est tant mieux. Un coté très dramatique est aussi mis très en avant au fur et à mesure des rencontres. Autre point positif selon moi : la série n'est pas horreur premier degré et j'ai apprécié cette retenue. Et puis le couple Ellie et Joel marche vraiment fort bien. Série à succès, cela va sans dire.",1
3.0,"Fan des jeux vidéo, je suis un peu déçus de cette série. Une série modifiant 50% de  l'histoire du jeu. On sent réellement qu'ils ont voulu bien faire tant les décors, l'univers est respecté jusqu'au détails des vêtements.La série est intéressante mais clairement pas fais pour les fans inconditionnels. Trop de modification scénaristique et des oublies d'éléments essentiel comme les spores ( un des modes de transmission du virus, élément essentiel dans le jeu ). Comme toute adaptation, des personnages qui ne ressemble en rien...Ensuite venons en au acteur : un Pedro pascal très bon dans le rôle de Joël, on sent qu'il a compris le personnage, bravo !Par contre Bella Ramsey une catastrophe... Je vous invite à joué ou rejoué au JV pour vous rendre compte qu'elle est totalement a coté de la plaque ! Elle a créer une Ellie menaçante, colérique, et craintive... Hors c'est absolument pas Ellie... Si Ellie avais était comme sa dans le Jv je pense que Joël l'aurais abandonné au bout de 2 min.Bref pour conclure est bien sûr mon avis est personnel : une série excellente pour des gens ne connaissant pas la licence et ou des joueurs ayant fais le jeu 1 fois où deux mais sans attache particulière.Une série sympa mais très frustrante pour les vraies fans tant les modifications sont trop importante et en plus sans intérêt !",1
5.0,"Le jeu repose principalement sur les rapports humains, sur les rapports au lien , à la perte ,  la rédemption, la résilience  et la survie ,  la serie   respecte parfaitement l excellent scénario du jeu tout en développant magistralement de nouveaux arcs narratifs cela  sert parfaitement la série ,  transcende  le jeu  et affine le propos .L'épisode 3 en particulier n'est pas si loin du film ""scène de la vie conjugale"" d' Ingmar Bergman. Cet épisode est probablement l'un des plus grands épisodes de série  de tous les temps.Un grand bravo .",1
5.0,"J'ai été terrassé par cet épisode 3. Pardon ce film. Le genre de chose qui vous fait réfléchir pendant 3 jours. Le genre d'épisode qui fait instantanément passer cette série de BONNE à EXCELLENTE. J'ai eu des feelings à la FOREST GUMP. Je me suis dit, mais si c'était vrai. S'ils avaient raison ? 3 jours. Cela fait 3 jours que j'y réfléchis. Et je me suis dit, oui, ils ont raison. Ne jamais oublier notre rôle. Dans cette vie. Jamais. Cet épisode, ce film, m'a bouleversé, et en bien. Bravo et pourtant j'adorais House of Dragon et Andor, mais là j'ai trouvé un truc qui me fait réfléchir depuis 3 jours et me remets en question. Quelle série. Elle ne va jamais là où on l'attend. Elle évite tous les poncifs du genre. Elle n'ennuie jamais. Je m'attendais à ceci et cela. Rien n'est venu. On a eu bien autre chose. Quelle série.",1
4.5,"Certes, on pourrait arguer que ça ressemble pas mal à ""La route"" avec un brin de ""Walking dead"", toutefois, les scripts de chaque épisode sont hyper soignés avec ce qu'il faut de tension, de suspense et d'émotion, les scénaristes n'hésitant pas une seconde à faire mourir des personnages que l'on pensait principaux ! Si je devais en garder 3, la palme reviendrait aux épisodes : 3 (celui avec le couple gay, très émouvant), 7 (l'histoire avec la meilleure amie, drôle et prenant) et 9 (très touchant et mettant en avant une facette autre d'un des principaux protagonistes). Mais cette série ne serait rien sans le formidable duo d'acteurs que forment Pedro Pascal et Bella Ramsey, criant de vérité avec leurs faiblesses mais surtout leur forces, ils constituent une paire de héros rarement vue sur les écrans et fortement attachants. Vivement la saison 2 de cette série fortement addictive !",1
5.0,"Quelle intelligence, quelle maîtrise, quel respect, les gamers sont enfin servis sir un plateau d'argent, et il était temps.The Last Of Us est un chef d'œuvre vidéoludique comme on en a rarement eu en 50 ans d'existence. Aucune envie de divulger quoi que ce soit quant à l'intrigue mais, étant totalement fan de la licence et avoir fait les deux opus 4 ou 5 fois, je ne peux que conseiller aux néophytes de bien s'accrocher à leur siège, vous allez être malmenés. Vos repères moraux vont être mis à rude épreuve car TLOU est voyage dont on ne ressort pas véritablement indemne. À l'heure où j'écris ces lignes, seul le pilote a été diffusé, mais on le sent tout de suite lorsque le géniteur d'un projet est aux manettes, l'amour de sa progéniture transpire à l'écran. Je ne doute pas une seconde sur le fait que la saison entière conservera ses qualités jusqu'au grand final, et quel final...Si toi, scroller du dimanche, es tombé sur ce commentaire d'un passionné, j'espère de tout coeur t'avoir convaincu à te connecter sur Prime Video pour satisfaire ta curiosité, tu n'en seras pas déçu, mais ébahoui. Bon visionnage.",1
